"Sample","Date","Customer","Product","Grade","Client_Code","Analysis","Name","Unit","Type","A","B"
7232813,"28/03/2015 09:13:56 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Interim Precision",28.191853082,27.593901078
7232813,"28/03/2015 09:13:56 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Interim Precision",28.191853082,27.753779698
7239361,"31/03/2015 12:00:00 AM","621","PDR_INFANT","TM570","5089G COMP","FATS011299","Fat","G_P_100G","Interim Precision",13.423816128,15.94044665
7244207,"01/04/2015 08:00:24 AM","MG80","PDR_INFANT","MG3669","JNX30MAR15W4","FATS011299","Fat","G_P_100G","Interim Precision",22.66084646,24.610297591
7244226,"01/04/2015 08:02:46 AM","MG80","PDR_INFANT","MG3669","JNX30MAR15W4","FATS011299","Fat","G_P_100G","Interim Precision",22.610856269,24.380952381
7244235,"01/04/2015 08:05:12 AM","MG80","PDR_INFANT","MG3669","JNX30MAR15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.94971746,24.498303442
7248042,"01/04/2015 10:05:57 PM","MG80","PDR_INFANT","MG3698","JNW29MAR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",22.163915657,23.629489603
7249155,"02/04/2015 09:17:42 AM","MG80","PDR_INFANT","MG3669","JNX31MAR15W3","FATS011299","Fat","G_P_100G","Interim Precision",24.47433226,24.777906528
7249171,"02/04/2015 09:20:07 AM","MG80","PDR_INFANT","MG3669","JNX31MAR15W3","FATS011299","Fat","G_P_100G","Interim Precision",21.407513077,24.454062561
7249194,"02/04/2015 09:22:43 AM","MG80","PDR_INFANT","MG3669","JNX31MAR15W3","FATS011299","Fat","G_P_100G","Interim Precision",22.029956275,24.629664354
7249679,"02/04/2015 10:15:36 AM","MG80","PDR_INFANT","MG3698","JNW29MAR15Q8","FATS011299","Fat","G_P_100G","Interim Precision",21.197271068,23.162583519
7251167,"02/04/2015 12:44:46 PM","MG80","PDR_INFANT","MG3669","JNX01APR15W3","FATS011299","Fat","G_P_100G","Interim Precision",24.132007233,24.553925456
7251187,"02/04/2015 12:47:28 PM","MG80","PDR_INFANT","MG3669","JNX01APR15W3","FATS011299","Fat","G_P_100G","Interim Precision",23.542846702,24.572210815
7251197,"02/04/2015 12:49:57 PM","MG80","PDR_INFANT","MG3669","JNX01APR15W3","FATS011299","Fat","G_P_100G","Interim Precision",24.778237729,24.698494967
7261517,"07/04/2015 01:33:54 PM","621","PDR_INFANT","TM55","5095 F","FATS011299","Fat","G_P_100G","Interim Precision",13.33465229,13.034421188
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Interim Precision",19.810974491,19.868407935
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Interim Precision",19.810974491,19.941832283
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Interim Precision",20.190346703,19.868407935
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Interim Precision",20.190346703,19.941832283
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Interim Precision",19.868407935,19.941832283
7277525,"11/04/2015 01:17:32 PM","T10","PDR_INFANT","1251200","250 - Vit/Min/Chem Comp - 3150410 - 1251200 1kg","FATS011299","Fat","G_P_100G","Interim Precision",29.301023364,28.634103539
7292623,"15/04/2015 08:18:02 PM","T10","PDR_INFANT","1253200","250 - 6150414 - 1251200 -  Vit/Min/Chem Comp 1kg","FATS011299","Fat","G_P_100G","Interim Precision",25.517309012,25.575625248
7293652,"16/04/2015 09:26:21 AM","MG80","PDR_INFANT","MG3698","JNW13APR15Q9","FATS011299","Fat","G_P_100G","Interim Precision",22.433057214,22.573429294
7303315,"18/04/2015 12:46:28 PM","621","PDR_INFANT","TM270","5107F COMP","FATS011299","Fat","G_P_100G","Interim Precision",11.346044931,16.032555403
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",21.536703799,29.330669331
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",21.536703799,29.448460244
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",29.265219077,29.330669331
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",29.265219077,29.448460244
7357261,"05/05/2015 08:22:29 AM","T10","PDR_INFANT","1253200","250 - FO, ITEM CODE: 1253200, BATCH CODE: 6150502, P68, P70 & P71","FATS011299","Fat","G_P_100G","Interim Precision",19.073388398,19.284156256
7357262,"05/05/2015 08:22:29 AM","T10","PDR_INFANT","1253200","250 - FO, ITEM CODE: 1253200, BATCH CODE: 6150502, P68, P70 & P71","FATS011299","Fat","G_P_100G","Interim Precision",15.703776361,15.770843037
7357263,"05/05/2015 08:22:30 AM","T10","PDR_INFANT","1253200","250 - FO, ITEM CODE: 1253200, BATCH CODE: 6150502, P68, P70 & P71","FATS011299","Fat","G_P_100G","Interim Precision",16.241792198,16.477161341
7358614,"05/05/2015 11:19:01 AM","MG80","PDR_INFANT","MG3669","JNX27APR15Q7","FATS011299","Fat","G_P_100G","Interim Precision",23.688454606,24.722694114
7361804,"06/05/2015 09:36:13 AM","BONDPN","PDR_INFANT","114453","1512464100","FATS011299","Fat","G_P_100G","Interim Precision",25.130890052,24.853318665
7367135,"07/05/2015 12:00:00 AM","621","PDR_INFANT","TM252","5125F COMP","FATS011299","Fat","G_P_100G","Interim Precision",28.376788865,28.307309129
7381475,"12/05/2015 11:30:34 AM","MG80","PDR_INFANT","MG3669","JNX07MAY15Q8","FATS011299","Fat","G_P_100G","Interim Precision",23.793644566,24.423440454
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.176609105,25.037169194
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.176609105,25.377643505
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.176609105,25.480489225
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.480489225,25.037169194
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.480489225,25.377643505
7399708,"17/05/2015 11:00:07 AM","621","PDR_INFANT","TM339","5136F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.037169194,25.377643505
7412986,"21/05/2015 09:45:33 AM","MG80","PDR_INFANT","MG3737","JHA18MAY15Q8","FATS011299","Fat","G_P_100G","Interim Precision",27.364281604,27.341227126
7414197,"21/05/2015 12:21:08 PM","T10","PDR_INFANT","INFPOWD","660-PATSY SAMPLES DTS0542193, DTS0542194, DTS0542195 & DTS0542196","FATS011299","Fat","G_P_100G","Interim Precision",15.136312003,15.084663764
7414197,"21/05/2015 12:21:08 PM","T10","PDR_INFANT","INFPOWD","660-PATSY SAMPLES DTS0542193, DTS0542194, DTS0542195 & DTS0542196","FATS011299","Fat","G_P_100G","Interim Precision",15.136312003,15.13909224
7425501,"25/05/2015 03:08:37 PM","621","PDR_INFANT","TM150","5140H COMP","FATS011299","Fat","G_P_100G","Interim Precision",18.470855413,18.338351524
7435777,"28/05/2015 10:57:57 AM","MG80","PDR_INFANT","MG3738","JHB26MAY15Q7","FATS011299","Fat","G_P_100G","Interim Precision",26.815745703,27.775559105
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",27.415530528,28.049824094
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",27.415530528,28.084863476
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",28.363565816,28.049824094
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",28.363565816,28.084863476
7547918,"04/07/2015 11:47:11 AM","BONDPN","PDR_INFANT","114493","1518464200","FATS011299","Fat","G_P_100G","Interim Precision",25.704956961,25.535321193
7547920,"04/07/2015 11:48:39 AM","BONDPN","PDR_INFANT","114493","1518464200","FATS011299","Fat","G_P_100G","Interim Precision",28.491179659,28.001925855
7574126,"14/07/2015 11:55:10 AM","RIDLEYM","PDR_INFANT","NONE","INFANT FORMULA 13/07/15","FATS011299","Fat","G_P_100G","Interim Precision",28.270722127,28.386514148
7585245,"17/07/2015 11:13:14 AM","MG80","PDR_INFANT","MG3669","JNX16JUL15W3","FATS011299","Fat","G_P_100G","Interim Precision",22.136121744,24.301242236
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",23.208812261,23.837044055
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",23.208812261,23.847361193
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",23.473684211,23.837044055
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",23.473684211,23.847361193
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.907160816,23.427854938
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.907160816,23.496850544
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.999062793,23.427854938
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.999062793,23.496850544
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.858270825,23.595724004
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.858270825,23.665083826
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.93931607,23.595724004
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",22.93931607,23.665083826
7615226,"28/07/2015 09:58:52 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA 6150726","FATS011299","Fat","G_P_100G","Interim Precision",9.340101523,23.173641703
7615226,"28/07/2015 09:58:52 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA 6150726","FATS011299","Fat","G_P_100G","Interim Precision",9.340101523,23.263824241
7615226,"28/07/2015 09:58:52 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA 6150726","FATS011299","Fat","G_P_100G","Interim Precision",11.263685285,23.173641703
7615226,"28/07/2015 09:58:52 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA 6150726","FATS011299","Fat","G_P_100G","Interim Precision",11.263685285,23.263824241
7615782,"28/07/2015 11:04:45 AM","MG80","PDR_INFANT","MG3669","JNX27JUL15W3","FATS011299","Fat","G_P_100G","Interim Precision",13.167492752,24.537393986
7615788,"28/07/2015 11:06:57 AM","MG80","PDR_INFANT","MG3669","JNX27JUL15W3","FATS011299","Fat","G_P_100G","Interim Precision",14.231993058,24.739167215
7615795,"28/07/2015 11:09:49 AM","MG80","PDR_INFANT","MG3669","JNX27JUL15W3","FATS011299","Fat","G_P_100G","Interim Precision",15.307334003,24.511930586
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",15.345117014,14.770158252
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",15.345117014,15.300290453
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",15.345117014,15.300290453
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",14.770158252,15.300290453
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",14.770158252,15.300290453
7616821,"28/07/2015 02:39:45 PM","FARM","PDR_INFANT","NONE","No.6 MICA CHILDREN FORMULA FOR CHILDREN FROM 3 TO 6 YEARS BATCH: MFD240715, 805101001","FATS011299","Fat","G_P_100G","Interim Precision",15.300290453,15.300290453
7623629,"30/07/2015 09:54:52 AM","BONDPN","PDR_INFANT","114493","1521064200","FATS011299","Fat","G_P_100G","Interim Precision",26.917566148,27.363726462
7624105,"30/07/2015 11:13:21 AM","T10","PDR_INFANT","1253200","250 - 3150721 - 1253201 - Vit,Min&Chem Comp 1kg","FATS011299","Fat","G_P_100G","Interim Precision",22.198041349,22.057012975
7657332,"10/08/2015 01:01:37 PM","MG80","PDR_INFANT","MG3751","0","FATS011299","Fat","G_P_100G","Interim Precision",17.132288523,16.996303142
7657333,"10/08/2015 01:02:08 PM","MG80","PDR_INFANT","MG3751","0","FATS011299","Fat","G_P_100G","Interim Precision",20.066758296,20.016836592
7673683,"14/08/2015 01:33:55 PM","MG80","PDR_INFANT","MG3698","JNW11AUG15Q8","FATS011299","Fat","G_P_100G","Interim Precision",17.127786624,23.536209553
7694764,"21/08/2015 09:05:20 AM","621","PDR_INFANT","TM344","5232F COMP","FATS011299","Fat","G_P_100G","Interim Precision",26.387335456,23.878979009
7711823,"26/08/2015 02:22:36 PM","FARM","PDR_INFANT","NONE","No.16 TO No.17 BELWIZ FORMULA SAMPLES","FATS011299","Fat","G_P_100G","Interim Precision",23.745362234,24.325131985
7711823,"26/08/2015 02:22:36 PM","FARM","PDR_INFANT","NONE","No.16 TO No.17 BELWIZ FORMULA SAMPLES","FATS011299","Fat","G_P_100G","Interim Precision",23.745362234,24.349127182
7719293,"28/08/2015 11:38:01 AM","T10","PDR_INFANT","INFPOWD","3150826 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",24.285053216,24.334073252
7719293,"28/08/2015 11:38:01 AM","T10","PDR_INFANT","INFPOWD","3150826 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",24.285053216,24.400147656
7719293,"28/08/2015 11:38:01 AM","T10","PDR_INFANT","INFPOWD","3150826 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",25.272780891,24.334073252
7719293,"28/08/2015 11:38:01 AM","T10","PDR_INFANT","INFPOWD","3150826 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Interim Precision",25.272780891,24.400147656
7722039,"29/08/2015 09:10:07 AM","T10","PDR_INFANT","INFPOWD","250-1251221 3150827 P2, P4, P6, P8, P10, P12, P14 & P30","FATS011299","Fat","G_P_100G","Interim Precision",27.837729816,28.114863576
7722045,"29/08/2015 09:10:59 AM","T10","PDR_INFANT","INFPOWD","250-1251221 3150827 P2, P4, P6, P8, P10, P12, P14 & P30","FATS011299","Fat","G_P_100G","Interim Precision",31.893328085,32.014147787
7735503,"02/09/2015 02:39:10 PM","621","PDR_INFANT","TM456","5244F COMP","FATS011299","Fat","G_P_100G","Interim Precision",12.199490902,19.325551232
7767391,"11/09/2015 01:33:50 PM","MG70","PDR_INFANT","MG3631","KNX07SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.291886702,24.109538348
7767391,"11/09/2015 01:33:50 PM","MG70","PDR_INFANT","MG3631","KNX07SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.291886702,24.149818317
7767391,"11/09/2015 01:33:50 PM","MG70","PDR_INFANT","MG3631","KNX07SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.291886702,24.387409201
7767391,"11/09/2015 01:33:50 PM","MG70","PDR_INFANT","MG3631","KNX07SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.291886702,24.507181773
7767391,"11/09/2015 01:33:50 PM","MG70","PDR_INFANT","MG3631","KNX07SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.291886702,24.837585915
7768011,"11/09/2015 03:27:51 PM","BONDPN","PDR_INFANT","114453","1525364100","FATS011299","Fat","G_P_100G","Interim Precision",25.124855935,25.342601787
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",22.115859074,24.154503382
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.487358152,24.154503382
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.572243346,24.154503382
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.58379025,24.154503382
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.625984252,24.154503382
7770019,"12/09/2015 12:48:49 PM","MG70","PDR_INFANT","MG3999","KNX08SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.632352941,24.154503382
7787499,"17/09/2015 12:00:00 AM","621","PDR_INFANT","TM339","5259F COMP","FATS011299","Fat","G_P_100G","Interim Precision",25.702331142,25.406782984
7791217,"18/09/2015 10:57:20 AM","621E","PDR_INFANT","NONE","446059 SNOWBRAND SMART KID -STEP 3 GU - 2015169949, 2015169502, 2015168623","FATS011299","Fat","G_P_100G","Interim Precision",12.600434824,13.054043546
7796638,"20/09/2015 10:41:27 AM","MG70","PDR_INFANT","MG3668","KNX18SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.540423009,24.521072797
7796638,"20/09/2015 10:41:27 AM","MG70","PDR_INFANT","MG3668","KNX18SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.602707475,24.521072797
7796638,"20/09/2015 10:41:27 AM","MG70","PDR_INFANT","MG3668","KNX18SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.626355378,24.521072797
7796638,"20/09/2015 10:41:27 AM","MG70","PDR_INFANT","MG3668","KNX18SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.703773773,24.521072797
7796638,"20/09/2015 10:41:27 AM","MG70","PDR_INFANT","MG3668","KNX18SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.831616482,24.521072797
7798942,"21/09/2015 10:19:38 AM","621","PDR_INFANT","TM361","5263F COMP","FATS011299","Fat","G_P_100G","Interim Precision",20.042956165,21.061154506
7799780,"21/09/2015 12:23:14 PM","MG70","PDR_INFANT","MG3668","KNX19SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.37567861,24.64108098
7799780,"21/09/2015 12:23:14 PM","MG70","PDR_INFANT","MG3668","KNX19SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.420358153,24.64108098
7799780,"21/09/2015 12:23:14 PM","MG70","PDR_INFANT","MG3668","KNX19SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.54322848,24.64108098
7799780,"21/09/2015 12:23:14 PM","MG70","PDR_INFANT","MG3668","KNX19SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.592354985,24.64108098
7799780,"21/09/2015 12:23:14 PM","MG70","PDR_INFANT","MG3668","KNX19SEP15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.655634649,24.64108098
7839341,"02/10/2015 09:00:11 AM","BONDPN","PDR_INFANT","114453","1527464100","FATS011299","Fat","G_P_100G","Interim Precision",24.266617156,25.224622443
